student_id,well_versed_with_the_subject,explains_concepts_in_an_understandable_way,use_of_presentations,degree_of_difficulty_of_assignments,solves_doubts_willingly,structuring_of_the_course,provides_support_for_students_going_above_and_beyond,course_recommendation_based_on_relevance,overall_satisfaction,comments,sentiment_polarity,sentiment_label
359,5,6,7,6,9,5,1,5,5.5,SYNTHETIC: mentor support is good; slides are helpful,0.7,Positive
714,10,5,5,5,7,5,7,9,6.625,SYNTHETIC: mentor support is good,0.7,Positive
785,7,6,7,1,7,5,5,9,5.875,SYNTHETIC: assignments are manageable; got quick support; slides are helpful,0.3333333333333333,Positive
865,8,4,6,2,7,5,2,7,5.125,SYNTHETIC: struggled to follow some topics; tasks are fair; mentor support is good,0.7,Positive
662,10,6,4,5,1,9,6,3,5.5,SYNTHETIC: slow response to queries; slides could be improved,-0.30000000000000004,Negative
513,9,10,7,7,9,2,10,1,6.875,SYNTHETIC: explanations are easy to follow; workload feels heavy; got quick support; unclear weekly plan; slides are helpful,0.18888888888888888,Positive
722,7,10,5,5,4,9,6,7,6.625,SYNTHETIC: concepts are clear; hard to get help when needed,-0.09583333333333335,Neutral
8,6,7,6,10,6,9,9,10,7.875,SYNTHETIC: concepts are clear; assignments are too hard,-0.09583333333333335,Neutral
873,10,10,4,5,9,10,2,5,6.875,SYNTHETIC: teaching is clear and concise; mentor support is good; slides could be improved,0.3,Positive
684,10,3,7,4,4,5,1,10,5.5,SYNTHETIC: concepts feel confusing; need more support for doubts; slides are helpful,0.1,Neutral
73,7,2,5,6,3,1,1,4,3.625,SYNTHETIC: need clearer explanations; hard to get help when needed; unclear weekly plan,-0.2916666666666667,Negative
900,9,8,5,8,4,6,9,7,7.0,SYNTHETIC: explanations are easy to follow; tasks felt challenging; hard to get help when needed,0.21388888888888888,Positive
933,6,9,4,8,7,10,3,5,6.5,SYNTHETIC: teaching is clear and concise; assignments are too hard; got quick support; presentations are text-heavy,0.06041666666666666,Neutral
634,6,7,6,6,1,6,3,8,5.375,SYNTHETIC: concepts are clear; need more support for doubts,0.3,Positive
835,8,2,7,8,3,4,3,4,4.875,SYNTHETIC: struggled to follow some topics; assignments are too hard; hard to get help when needed; unclear weekly plan; presentations add value,-0.2916666666666667,Negative
422,9,8,4,4,8,3,4,10,6.25,SYNTHETIC: teaching is clear and concise; doubt solving is helpful; course needs better structure; slides could be improved,0.2333333333333333,Positive
235,6,2,8,8,6,3,3,1,4.625,SYNTHETIC: struggled to follow some topics; assignments are too hard; unclear weekly plan; presentations add value,-0.2916666666666667,Negative
286,10,3,7,10,8,8,4,9,7.375,SYNTHETIC: need clearer explanations; tasks felt challenging; got quick support; slides are helpful,0.41666666666666663,Positive
129,7,3,4,9,1,4,4,9,5.125,SYNTHETIC: struggled to follow some topics; assignments are too hard; need more support for doubts; unclear weekly plan; presentations are text-heavy,0.10416666666666666,Positive
443,7,9,8,2,4,5,1,5,5.125,SYNTHETIC: explanations are easy to follow; tasks are fair; hard to get help when needed; presentations add value,0.2805555555555555,Positive
301,10,7,7,4,3,4,9,2,5.75,SYNTHETIC: explanations are easy to follow; need more support for doubts; course needs better structure; slides are helpful,0.4777777777777778,Positive
532,10,2,4,2,2,6,10,9,5.625,SYNTHETIC: concepts feel confusing; tasks are fair; hard to get help when needed; presentations are text-heavy,0.036111111111111094,Neutral
64,6,2,8,1,8,4,8,4,5.125,SYNTHETIC: need clearer explanations; tasks are fair; mentor support is good; course needs better structure; presentations add value,0.6333333333333333,Positive
860,10,8,4,3,7,1,4,5,5.25,SYNTHETIC: concepts are clear; workload is reasonable; mentor support is good; unclear weekly plan; presentations are text-heavy,0.3333333333333333,Positive
559,8,4,4,6,5,5,1,7,5.0,SYNTHETIC: struggled to follow some topics; slides could be improved,0.0,Neutral
311,7,5,6,8,4,9,8,9,7.0,SYNTHETIC: workload feels heavy; slow response to queries,-0.25,Negative
32,9,3,7,7,6,1,9,2,5.5,SYNTHETIC: struggled to follow some topics; assignments are too hard; unclear weekly plan; presentations add value,-0.2916666666666667,Negative
296,10,7,4,2,2,10,10,8,6.625,SYNTHETIC: concepts are clear; workload is reasonable; need more support for doubts; presentations are text-heavy,0.26666666666666666,Positive
419,10,2,5,8,5,3,3,10,5.75,SYNTHETIC: struggled to follow some topics; workload feels heavy; unclear weekly plan,-0.2,Negative
83,10,6,6,1,8,1,3,9,5.5,SYNTHETIC: assignments are manageable; doubt solving is helpful; unclear weekly plan,0.0,Neutral
594,7,2,7,6,7,2,3,6,5.0,SYNTHETIC: struggled to follow some topics; doubt solving is helpful; course needs better structure; presentations add value,0.5,Positive
501,5,2,8,4,7,6,10,4,5.75,SYNTHETIC: concepts feel confusing; got quick support; presentations add value,0.016666666666666663,Neutral
411,8,4,4,4,8,4,3,1,4.5,SYNTHETIC: need clearer explanations; got quick support; course needs better structure; slides could be improved,0.41666666666666663,Positive
824,10,7,7,9,4,9,9,8,7.875,SYNTHETIC: explanations are easy to follow; tasks felt challenging; need more support for doubts; slides are helpful,0.4777777777777778,Positive
585,7,6,8,2,4,7,10,9,6.625,SYNTHETIC: assignments are manageable; slow response to queries; slides are helpful,-0.30000000000000004,Negative
848,9,9,6,1,9,2,8,6,6.25,SYNTHETIC: teaching is clear and concise; workload is reasonable; mentor support is good; unclear weekly plan,0.275,Positive
299,10,8,5,5,4,3,1,9,5.625,SYNTHETIC: concepts are clear; need more support for doubts; unclear weekly plan,0.3,Positive
107,9,4,8,6,10,4,5,9,6.875,SYNTHETIC: concepts feel confusing; got quick support; unclear weekly plan; slides are helpful,0.016666666666666663,Neutral
119,9,10,5,1,9,6,7,6,6.625,SYNTHETIC: explanations are easy to follow; workload is reasonable; doubt solving is helpful,0.31666666666666665,Positive
335,5,3,4,2,8,4,7,6,4.875,SYNTHETIC: need clearer explanations; workload is reasonable; doubt solving is helpful; unclear weekly plan; slides could be improved,0.2,Positive
557,5,5,8,2,4,10,6,1,5.125,SYNTHETIC: assignments are manageable; need more support for doubts; slides are helpful,0.5,Positive
113,5,6,7,1,10,6,4,7,5.75,SYNTHETIC: workload is reasonable; doubt solving is helpful; slides are helpful,0.2,Positive
281,5,6,6,3,4,1,1,1,3.375,SYNTHETIC: workload is reasonable; slow response to queries; course needs better structure,0.13333333333333333,Positive
836,9,3,4,6,6,3,2,7,5.0,SYNTHETIC: need clearer explanations; unclear weekly plan; slides could be improved,0.0,Neutral
426,9,8,7,8,10,6,9,8,8.125,SYNTHETIC: explanations are easy to follow; workload feels heavy; got quick support; presentations add value,0.18888888888888888,Positive
42,8,2,4,6,6,7,3,1,4.625,SYNTHETIC: struggled to follow some topics; presentations are text-heavy,0.0,Neutral
567,9,3,8,1,4,9,10,9,6.625,SYNTHETIC: need clearer explanations; tasks are fair; need more support for doubts; presentations add value,0.6,Positive
589,5,8,7,5,6,7,8,9,6.875,SYNTHETIC: teaching is clear and concise; slides are helpful,0.1,Neutral
187,5,5,6,2,6,1,8,5,4.75,SYNTHETIC: tasks are fair; course needs better structure,0.6,Positive
615,5,6,7,9,1,1,1,5,4.375,SYNTHETIC: workload feels heavy; need more support for doubts; unclear weekly plan; slides are helpful,0.15,Positive
556,9,9,5,5,1,3,6,10,6.0,SYNTHETIC: teaching is clear and concise; hard to get help when needed; unclear weekly plan,-0.030555555555555558,Neutral
3,9,6,5,9,10,5,5,4,6.625,SYNTHETIC: assignments are too hard; got quick support,0.020833333333333315,Neutral
667,9,9,6,2,1,3,10,2,5.25,SYNTHETIC: explanations are easy to follow; workload is reasonable; slow response to queries; course needs better structure,0.20833333333333331,Positive
234,7,2,4,5,1,8,7,2,4.5,SYNTHETIC: struggled to follow some topics; hard to get help when needed; slides could be improved,-0.2916666666666667,Negative
96,6,6,5,10,8,10,5,2,6.5,SYNTHETIC: tasks felt challenging; got quick support,0.41666666666666663,Positive
691,7,7,8,8,5,4,8,2,6.125,SYNTHETIC: explanations are easy to follow; workload feels heavy; unclear weekly plan; slides are helpful,0.11666666666666667,Positive
269,9,10,6,10,10,1,9,10,8.125,SYNTHETIC: teaching is clear and concise; tasks felt challenging; doubt solving is helpful; unclear weekly plan,0.2333333333333333,Positive
566,8,10,6,10,7,6,6,1,6.75,SYNTHETIC: explanations are easy to follow; workload feels heavy; mentor support is good,0.3111111111111111,Positive
985,5,5,4,8,7,6,7,3,5.625,SYNTHETIC: workload feels heavy; got quick support; presentations are text-heavy,0.06666666666666665,Neutral
437,7,2,6,7,5,8,1,8,5.5,SYNTHETIC: struggled to follow some topics; assignments are too hard,-0.2916666666666667,Negative
200,8,4,8,6,8,4,7,1,5.75,SYNTHETIC: concepts feel confusing; doubt solving is helpful; course needs better structure; presentations add value,0.1,Neutral
291,10,3,7,8,2,10,3,3,5.75,SYNTHETIC: struggled to follow some topics; tasks felt challenging; slow response to queries; presentations add value,0.09999999999999998,Neutral
612,8,9,8,7,1,2,8,4,5.875,SYNTHETIC: concepts are clear; assignments are too hard; hard to get help when needed; course needs better structure; slides are helpful,0.004166666666666652,Neutral
448,6,7,7,9,2,9,2,5,5.875,SYNTHETIC: teaching is clear and concise; workload feels heavy; slow response to queries; presentations add value,-0.07500000000000001,Neutral
439,6,8,7,7,7,4,5,4,6.0,SYNTHETIC: teaching is clear and concise; workload feels heavy; doubt solving is helpful; unclear weekly plan; presentations add value,0.0,Neutral
573,5,5,5,8,8,9,8,2,6.25,SYNTHETIC: assignments are too hard; mentor support is good,0.20416666666666664,Positive
7,5,8,5,6,2,10,4,8,6.0,SYNTHETIC: teaching is clear and concise; slow response to queries,-0.03333333333333335,Neutral
725,5,10,8,4,3,5,1,6,5.25,SYNTHETIC: teaching is clear and concise; hard to get help when needed; slides are helpful,-0.030555555555555558,Neutral
50,9,8,6,7,1,6,7,4,6.0,SYNTHETIC: concepts are clear; workload feels heavy; hard to get help when needed,-0.13055555555555556,Negative
423,7,9,5,10,10,7,7,3,7.25,SYNTHETIC: teaching is clear and concise; assignments are too hard; mentor support is good,0.15208333333333332,Positive
140,7,10,6,8,6,10,9,6,7.75,SYNTHETIC: concepts are clear; workload feels heavy,-0.05000000000000001,Neutral
135,8,9,7,3,6,10,2,9,6.75,SYNTHETIC: concepts are clear; tasks are fair; presentations add value,0.39999999999999997,Positive
786,5,4,7,5,5,6,7,1,5.0,SYNTHETIC: concepts feel confusing; presentations add value,-0.3,Negative
601,8,9,4,5,4,3,1,10,5.5,SYNTHETIC: concepts are clear; slow response to queries; unclear weekly plan; presentations are text-heavy,-0.10000000000000003,Negative
493,9,4,4,9,4,3,6,7,5.75,SYNTHETIC: need clearer explanations; assignments are too hard; hard to get help when needed; unclear weekly plan; slides could be improved,-0.2916666666666667,Negative
553,7,2,4,7,3,5,1,3,4.0,SYNTHETIC: need clearer explanations; assignments are too hard; slow response to queries; presentations are text-heavy,-0.2958333333333334,Negative
27,7,3,5,5,5,1,8,6,5.0,SYNTHETIC: need clearer explanations; course needs better structure,0.5,Positive
257,8,5,6,4,4,1,5,4,4.625,SYNTHETIC: slow response to queries; unclear weekly plan,-0.30000000000000004,Negative
225,10,4,5,9,3,6,9,4,6.25,SYNTHETIC: need clearer explanations; tasks felt challenging; slow response to queries,0.09999999999999998,Neutral
788,6,5,6,3,10,4,3,8,5.625,SYNTHETIC: tasks are fair; mentor support is good; unclear weekly plan,0.7,Positive
37,8,9,5,3,4,3,5,2,4.875,SYNTHETIC: explanations are easy to follow; assignments are manageable; hard to get help when needed; course needs better structure,0.21388888888888888,Positive
170,5,10,7,2,8,5,9,5,6.375,SYNTHETIC: explanations are easy to follow; assignments are manageable; mentor support is good; slides are helpful,0.5666666666666667,Positive
528,9,2,5,2,6,5,1,6,4.5,SYNTHETIC: struggled to follow some topics; workload is reasonable,0.2,Positive
600,7,8,6,10,6,7,7,6,7.125,SYNTHETIC: explanations are easy to follow; tasks felt challenging,0.4666666666666667,Positive
655,7,8,5,4,1,6,6,8,5.625,SYNTHETIC: explanations are easy to follow; slow response to queries,0.06666666666666665,Neutral
74,8,8,6,1,2,5,2,6,4.75,SYNTHETIC: explanations are easy to follow; workload is reasonable; hard to get help when needed,0.11388888888888887,Positive
505,9,6,8,5,8,4,7,6,6.625,SYNTHETIC: doubt solving is helpful; course needs better structure; presentations add value,0.5,Positive
377,5,5,7,3,9,6,1,4,5.0,SYNTHETIC: assignments are manageable; doubt solving is helpful; presentations add value,0.0,Neutral
808,8,6,4,5,1,8,8,3,5.375,SYNTHETIC: slow response to queries; presentations are text-heavy,-0.30000000000000004,Negative
366,9,9,8,2,1,10,5,2,5.75,SYNTHETIC: concepts are clear; tasks are fair; slow response to queries; presentations add value,0.16666666666666663,Positive
238,8,7,5,10,10,9,7,10,8.25,SYNTHETIC: teaching is clear and concise; assignments are too hard; got quick support,0.06041666666666666,Neutral
255,9,10,7,10,3,2,7,8,7.0,SYNTHETIC: teaching is clear and concise; workload feels heavy; need more support for doubts; course needs better structure; slides are helpful,0.2,Positive
123,10,2,4,5,9,8,3,5,5.75,SYNTHETIC: concepts feel confusing; got quick support; slides could be improved,0.016666666666666663,Neutral
663,6,2,8,2,5,7,5,7,5.25,SYNTHETIC: concepts feel confusing; assignments are manageable; slides are helpful,-0.3,Negative
876,6,7,4,4,9,2,5,9,5.75,SYNTHETIC: concepts are clear; doubt solving is helpful; course needs better structure; slides could be improved,0.3,Positive
690,5,10,8,4,2,7,9,6,6.375,SYNTHETIC: teaching is clear and concise; hard to get help when needed; presentations add value,-0.030555555555555558,Neutral
309,5,8,4,9,2,1,4,5,4.75,SYNTHETIC: teaching is clear and concise; workload feels heavy; slow response to queries; unclear weekly plan; presentations are text-heavy,-0.07500000000000001,Neutral
693,7,9,8,1,5,10,3,7,6.25,SYNTHETIC: concepts are clear; workload is reasonable; presentations add value,0.15,Positive
226,7,6,8,8,8,5,8,8,7.25,SYNTHETIC: workload feels heavy; doubt solving is helpful; slides are helpful,-0.2,Negative
951,10,10,7,10,5,9,7,1,7.375,SYNTHETIC: concepts are clear; tasks felt challenging; presentations add value,0.3,Positive
260,9,3,7,4,7,2,8,3,5.375,SYNTHETIC: concepts feel confusing; doubt solving is helpful; unclear weekly plan; presentations add value,-0.3,Negative
243,9,8,8,8,4,10,8,9,8.0,SYNTHETIC: concepts are clear; tasks felt challenging; need more support for doubts; slides are helpful,0.3666666666666667,Positive
222,5,4,4,2,7,9,5,3,4.875,SYNTHETIC: concepts feel confusing; assignments are manageable; doubt solving is helpful; slides could be improved,-0.3,Negative
314,5,10,6,8,6,6,10,4,6.875,SYNTHETIC: teaching is clear and concise; tasks felt challenging,0.2333333333333333,Positive
229,7,6,8,2,2,10,8,8,6.375,SYNTHETIC: workload is reasonable; hard to get help when needed; slides are helpful,-0.04583333333333334,Neutral
85,5,6,8,9,3,4,4,4,5.375,SYNTHETIC: workload feels heavy; slow response to queries; unclear weekly plan; slides are helpful,-0.25,Negative
76,8,9,8,6,3,10,7,2,6.625,SYNTHETIC: teaching is clear and concise; need more support for doubts; presentations add value,0.2333333333333333,Positive
887,6,9,5,8,9,7,6,2,6.5,SYNTHETIC: explanations are easy to follow; assignments are too hard; doubt solving is helpful,0.07083333333333333,Neutral
582,8,4,7,8,1,5,9,3,5.625,SYNTHETIC: struggled to follow some topics; tasks felt challenging; slow response to queries; slides are helpful,0.09999999999999998,Neutral
674,8,5,6,8,7,10,2,7,6.625,SYNTHETIC: assignments are too hard; mentor support is good,0.20416666666666664,Positive
986,7,2,6,2,4,7,10,7,5.625,SYNTHETIC: concepts feel confusing; assignments are manageable; need more support for doubts,0.1,Neutral
511,8,4,4,5,2,10,10,6,6.125,SYNTHETIC: struggled to follow some topics; slow response to queries; presentations are text-heavy,-0.30000000000000004,Negative
879,6,10,5,10,9,5,5,4,6.75,SYNTHETIC: explanations are easy to follow; assignments are too hard; got quick support,0.15833333333333333,Positive
401,8,10,7,2,8,10,8,9,7.75,SYNTHETIC: teaching is clear and concise; tasks are fair; got quick support; presentations add value,0.3083333333333333,Positive
514,6,6,7,10,7,7,6,3,6.5,SYNTHETIC: assignments are too hard; got quick support; slides are helpful,0.020833333333333315,Neutral
750,10,3,8,1,5,1,3,5,4.5,SYNTHETIC: concepts feel confusing; tasks are fair; course needs better structure; presentations add value,0.3,Positive
156,7,4,7,9,10,8,5,8,7.25,SYNTHETIC: struggled to follow some topics; tasks felt challenging; got quick support; slides are helpful,0.41666666666666663,Positive
775,5,6,7,2,5,4,1,4,4.25,SYNTHETIC: workload is reasonable; unclear weekly plan; slides are helpful,0.2,Positive
329,9,8,8,5,3,3,10,8,6.75,SYNTHETIC: explanations are easy to follow; need more support for doubts; unclear weekly plan; presentations add value,0.4666666666666667,Positive
467,8,10,5,7,7,1,3,6,5.875,SYNTHETIC: explanations are easy to follow; workload feels heavy; mentor support is good; unclear weekly plan,0.3111111111111111,Positive
178,7,7,4,7,1,2,1,2,3.875,SYNTHETIC: explanations are easy to follow; assignments are too hard; need more support for doubts; course needs better structure; presentations are text-heavy,0.28541666666666665,Positive
549,5,3,7,6,8,8,5,5,5.875,SYNTHETIC: concepts feel confusing; got quick support; slides are helpful,0.016666666666666663,Neutral
453,8,4,4,4,2,8,1,4,4.375,SYNTHETIC: struggled to follow some topics; slow response to queries; slides could be improved,-0.30000000000000004,Negative
307,6,9,5,1,6,5,3,5,5.0,SYNTHETIC: explanations are easy to follow; assignments are manageable,0.43333333333333335,Positive
472,6,8,7,7,9,9,2,3,6.375,SYNTHETIC: teaching is clear and concise; tasks felt challenging; got quick support; slides are helpful,0.2583333333333333,Positive
392,7,7,4,9,7,10,8,4,7.0,SYNTHETIC: explanations are easy to follow; workload feels heavy; got quick support; presentations are text-heavy,0.18888888888888888,Positive
65,6,4,4,6,3,10,8,3,5.5,SYNTHETIC: concepts feel confusing; slow response to queries; presentations are text-heavy,-0.30000000000000004,Negative
575,9,4,7,7,1,1,5,1,4.375,SYNTHETIC: struggled to follow some topics; assignments are too hard; hard to get help when needed; unclear weekly plan; slides are helpful,-0.2916666666666667,Negative
855,8,3,6,4,1,1,9,7,4.875,SYNTHETIC: need clearer explanations; need more support for doubts; course needs better structure,0.5,Positive
791,5,9,4,4,1,4,10,9,5.75,SYNTHETIC: teaching is clear and concise; hard to get help when needed; unclear weekly plan; presentations are text-heavy,-0.030555555555555558,Neutral
391,5,3,7,6,7,6,9,4,5.875,SYNTHETIC: concepts feel confusing; doubt solving is helpful; slides are helpful,-0.3,Negative
973,6,3,4,6,4,6,6,9,5.5,SYNTHETIC: need clearer explanations; slow response to queries; presentations are text-heavy,-0.30000000000000004,Negative
828,8,3,5,2,9,5,6,3,5.125,SYNTHETIC: need clearer explanations; workload is reasonable; got quick support,0.26666666666666666,Positive
247,6,9,6,5,2,2,3,7,5.0,SYNTHETIC: teaching is clear and concise; need more support for doubts; course needs better structure,0.3,Positive
412,9,2,5,8,7,2,10,4,5.875,SYNTHETIC: concepts feel confusing; assignments are too hard; doubt solving is helpful; course needs better structure,-0.030555555555555558,Neutral
67,7,9,4,3,9,1,1,2,4.5,SYNTHETIC: concepts are clear; assignments are manageable; mentor support is good; course needs better structure; slides could be improved,0.4333333333333333,Positive
289,5,2,5,8,9,2,7,2,5.0,SYNTHETIC: need clearer explanations; assignments are too hard; got quick support; unclear weekly plan,0.020833333333333315,Neutral
399,10,6,4,8,6,5,10,4,6.625,SYNTHETIC: workload feels heavy; slides could be improved,-0.2,Negative
138,8,5,8,8,10,4,2,6,6.375,SYNTHETIC: workload feels heavy; got quick support; unclear weekly plan; slides are helpful,0.06666666666666665,Neutral
537,10,6,4,9,9,5,7,5,6.875,SYNTHETIC: assignments are too hard; mentor support is good; slides could be improved,0.20416666666666664,Positive
265,5,9,7,6,5,6,5,3,5.75,SYNTHETIC: concepts are clear; slides are helpful,0.09999999999999999,Neutral
724,5,2,6,1,7,3,3,1,3.5,SYNTHETIC: concepts feel confusing; workload is reasonable; got quick support; course needs better structure,0.18333333333333335,Positive
653,5,6,5,6,6,3,9,2,5.25,SYNTHETIC: course needs better structure,0.5,Positive
318,6,8,5,10,6,7,10,8,7.5,SYNTHETIC: concepts are clear; tasks felt challenging,0.3,Positive
232,6,8,5,5,1,1,7,8,5.125,SYNTHETIC: concepts are clear; slow response to queries; course needs better structure,0.09999999999999998,Neutral
21,9,7,5,3,6,6,1,6,5.375,SYNTHETIC: teaching is clear and concise; assignments are manageable,0.1,Neutral
998,9,7,5,1,2,2,1,10,4.625,SYNTHETIC: teaching is clear and concise; assignments are manageable; need more support for doubts; course needs better structure,0.3,Positive
694,9,8,8,10,7,7,7,2,7.25,SYNTHETIC: concepts are clear; assignments are too hard; mentor support is good; presentations add value,0.16944444444444443,Positive
927,6,2,6,2,10,3,6,4,4.875,SYNTHETIC: need clearer explanations; workload is reasonable; mentor support is good; course needs better structure,0.4666666666666666,Positive
348,7,9,5,6,5,5,8,6,6.375,SYNTHETIC: explanations are easy to follow,0.43333333333333335,Positive
968,6,7,6,3,8,1,9,3,5.375,SYNTHETIC: explanations are easy to follow; workload is reasonable; got quick support; unclear weekly plan,0.3222222222222222,Positive
992,10,6,4,3,8,6,10,3,6.25,SYNTHETIC: assignments are manageable; mentor support is good; slides could be improved,0.7,Positive
764,9,3,7,6,3,8,10,2,6.0,SYNTHETIC: need clearer explanations; slow response to queries; presentations add value,-0.30000000000000004,Negative
587,5,4,8,2,2,2,4,10,4.625,SYNTHETIC: concepts feel confusing; assignments are manageable; slow response to queries; course needs better structure; presentations add value,-0.03333333333333336,Neutral
944,10,8,6,8,8,7,9,6,7.75,SYNTHETIC: concepts are clear; workload feels heavy; doubt solving is helpful,-0.05000000000000001,Neutral
239,5,10,4,3,2,7,4,4,4.875,SYNTHETIC: teaching is clear and concise; tasks are fair; hard to get help when needed; presentations are text-heavy,0.1520833333333333,Positive
886,7,7,5,5,10,1,9,9,6.625,SYNTHETIC: teaching is clear and concise; got quick support; unclear weekly plan,0.17777777777777778,Positive
23,9,7,4,2,1,2,9,3,4.625,SYNTHETIC: explanations are easy to follow; tasks are fair; hard to get help when needed; course needs better structure; slides could be improved,0.33541666666666664,Positive
458,6,2,4,6,6,10,4,1,4.875,SYNTHETIC: struggled to follow some topics; slides could be improved,0.0,Neutral
822,6,2,7,1,5,4,1,10,4.5,SYNTHETIC: struggled to follow some topics; tasks are fair; course needs better structure; presentations add value,0.6,Positive
413,7,10,4,2,3,1,10,1,4.75,SYNTHETIC: teaching is clear and concise; assignments are manageable; hard to get help when needed; course needs better structure; slides could be improved,0.10208333333333333,Positive
563,7,4,8,8,7,3,3,10,6.25,SYNTHETIC: concepts feel confusing; assignments are too hard; got quick support; course needs better structure; presentations add value,0.06041666666666666,Neutral
331,8,8,7,5,10,4,7,5,6.75,SYNTHETIC: explanations are easy to follow; doubt solving is helpful; unclear weekly plan; presentations add value,0.43333333333333335,Positive
434,7,7,7,6,1,8,9,6,6.375,SYNTHETIC: concepts are clear; slow response to queries; slides are helpful,-0.10000000000000003,Negative
456,10,4,8,6,5,1,10,1,5.625,SYNTHETIC: concepts feel confusing; course needs better structure; presentations add value,0.1,Neutral
430,9,6,4,9,8,6,4,3,6.125,SYNTHETIC: tasks felt challenging; got quick support; presentations are text-heavy,0.41666666666666663,Positive
896,6,8,7,5,4,4,5,5,5.5,SYNTHETIC: explanations are easy to follow; slow response to queries; unclear weekly plan; slides are helpful,0.06666666666666665,Neutral
451,9,3,6,10,7,8,9,10,7.75,SYNTHETIC: concepts feel confusing; workload feels heavy; doubt solving is helpful,-0.25,Negative
477,5,2,5,6,10,6,10,8,6.5,SYNTHETIC: need clearer explanations; mentor support is good,0.7,Positive
9,7,5,4,5,1,3,5,6,4.5,SYNTHETIC: hard to get help when needed; course needs better structure; presentations are text-heavy,0.10416666666666666,Positive
325,7,5,7,6,1,5,8,6,5.625,SYNTHETIC: slow response to queries; slides are helpful,-0.30000000000000004,Negative
812,9,5,4,4,2,4,2,6,4.5,SYNTHETIC: need more support for doubts; course needs better structure; slides could be improved,0.5,Positive
727,7,2,6,4,2,10,9,5,5.625,SYNTHETIC: struggled to follow some topics; need more support for doubts,0.5,Positive
928,6,7,6,9,4,8,5,8,6.625,SYNTHETIC: explanations are easy to follow; assignments are too hard; slow response to queries,-0.05277777777777779,Neutral
134,9,9,7,4,7,10,8,3,7.125,SYNTHETIC: explanations are easy to follow; mentor support is good; presentations add value,0.5666666666666667,Positive
819,6,7,8,8,9,10,2,2,6.5,SYNTHETIC: concepts are clear; assignments are too hard; got quick support; slides are helpful,0.0472222222222222,Neutral
230,7,2,8,2,6,1,9,2,4.625,SYNTHETIC: struggled to follow some topics; assignments are manageable; course needs better structure; presentations add value,0.5,Positive
520,9,3,5,6,7,10,10,3,6.625,SYNTHETIC: need clearer explanations; doubt solving is helpful,0.0,Neutral
326,7,10,8,8,6,4,9,7,7.375,SYNTHETIC: explanations are easy to follow; assignments are too hard; unclear weekly plan; slides are helpful,0.07083333333333333,Neutral
142,6,8,4,10,8,5,8,6,6.875,SYNTHETIC: teaching is clear and concise; workload feels heavy; got quick support; slides could be improved,0.08333333333333333,Neutral
491,5,4,8,6,1,3,4,4,4.375,SYNTHETIC: concepts feel confusing; slow response to queries; unclear weekly plan; presentations add value,-0.30000000000000004,Negative
379,7,5,6,2,9,7,3,10,6.125,SYNTHETIC: assignments are manageable; got quick support,0.3333333333333333,Positive
465,5,2,8,8,6,8,2,4,5.375,SYNTHETIC: struggled to follow some topics; assignments are too hard; presentations add value,-0.2916666666666667,Negative
756,6,7,7,3,2,6,9,7,5.875,SYNTHETIC: explanations are easy to follow; tasks are fair; hard to get help when needed; presentations add value,0.2805555555555555,Positive
347,6,8,7,3,5,1,2,8,5.0,SYNTHETIC: concepts are clear; workload is reasonable; course needs better structure; presentations add value,0.26666666666666666,Positive
237,10,4,5,8,7,8,2,8,6.5,SYNTHETIC: need clearer explanations; assignments are too hard; mentor support is good,0.20416666666666664,Positive
642,5,7,6,8,9,6,6,7,6.75,SYNTHETIC: explanations are easy to follow; assignments are too hard; mentor support is good,0.2805555555555555,Positive
506,9,7,4,1,5,7,5,1,4.875,SYNTHETIC: concepts are clear; tasks are fair; presentations are text-heavy,0.39999999999999997,Positive
646,7,8,5,4,7,8,8,8,6.875,SYNTHETIC: explanations are easy to follow; doubt solving is helpful,0.43333333333333335,Positive
382,10,10,7,5,2,3,6,3,5.75,SYNTHETIC: teaching is clear and concise; need more support for doubts; course needs better structure; presentations add value,0.3,Positive
256,6,7,4,5,9,8,6,5,6.25,SYNTHETIC: concepts are clear; mentor support is good; slides could be improved,0.39999999999999997,Positive
327,8,8,5,10,2,1,10,5,6.125,SYNTHETIC: teaching is clear and concise; tasks felt challenging; slow response to queries; course needs better structure,0.18,Positive
624,7,3,7,10,2,1,8,8,5.75,SYNTHETIC: need clearer explanations; assignments are too hard; need more support for doubts; course needs better structure; presentations add value,0.23611111111111108,Positive
155,8,8,8,10,3,9,7,3,7.0,SYNTHETIC: concepts are clear; workload feels heavy; hard to get help when needed; slides are helpful,-0.13055555555555556,Negative
578,8,10,7,4,5,8,7,6,6.875,SYNTHETIC: concepts are clear; presentations add value,0.09999999999999999,Neutral
640,10,9,4,10,2,4,3,1,5.375,SYNTHETIC: teaching is clear and concise; workload feels heavy; slow response to queries; course needs better structure; slides could be improved,0.039999999999999994,Neutral
997,9,8,8,6,8,3,3,10,6.875,SYNTHETIC: concepts are clear; doubt solving is helpful; course needs better structure; slides are helpful,0.3,Positive
242,7,9,5,4,5,9,1,4,5.5,SYNTHETIC: explanations are easy to follow,0.43333333333333335,Positive
344,7,6,8,9,8,3,8,5,6.75,SYNTHETIC: tasks felt challenging; got quick support; unclear weekly plan; presentations add value,0.41666666666666663,Positive
699,9,5,4,8,4,2,2,8,5.25,SYNTHETIC: tasks felt challenging; need more support for doubts; unclear weekly plan; presentations are text-heavy,0.5,Positive
